ID,Entry_Frame,Last_Seen_Frame,Frames_Inside_Square
1,2,16,0
2,2,16,0
3,2,16,2
4,2,16,0
5,2,16,15
6,2,16,15
7,2,16,0
8,2,16,0
9,2,16,15
10,2,16,0
11,2,16,15
12,2,16,15
13,2,16,0
14,2,16,0
15,2,16,2
16,2,16,0
17,2,16,0
18,2,16,15
19,2,16,0
20,2,16,15
21,2,16,0
22,2,16,15
23,2,16,15
24,2,16,15
25,2,16,15
26,2,16,0
27,2,16,15
28,2,16,0
29,2,16,0
30,2,16,0
31,2,16,15
32,2,16,0
33,2,16,15
34,2,16,0
35,4,16,0
37,10,16,0
38,10,16,0
39,10,16,0
40,14,16,0
